ranking_year,semester,ranking_date,rank,team,team_norm,acronym,total_points,previous_points,diff_points
2023,1,2023-06-30,18,Senegal,senegal,SEN,1612.61,1612.61,0.0
2023,1,2023-06-30,19,Denmark,denmark,DEN,1597.37,1597.37,0.0
2023,1,2023-06-30,20,Japan,japan,JPN,1595.96,1595.96,0.0
2023,1,2023-06-30,21,Peru,peru,PER,1561.2,1561.2,0.0
2023,1,2023-06-30,22,IR Iran,iran,IRN,1556.59,1556.59,0.0
2023,1,2023-06-30,23,Sweden,sweden,SWE,1547.11,1547.11,0.0
2023,1,2023-06-30,24,Ukraine,ukraine,UKR,1541.25,1541.25,0.0
2023,1,2023-06-30,25,Serbia,serbia,SRB,1539.03,1539.03,0.0
2023,1,2023-06-30,26,Poland,poland,POL,1536.99,1536.99,0.0
2023,1,2023-06-30,27,Australia,australia,AUS,1530.45,1530.45,0.0
2023,1,2023-06-30,28,Korea Republic,south korea,KOR,1529.3,1529.3,0.0
2023,1,2023-06-30,29,Austria,austria,AUT,1528.06,1528.06,0.0
2023,1,2023-06-30,30,Scotland,scotland,SCO,1520.24,1520.24,0.0
2023,1,2023-06-30,31,Tunisia,tunisia,TUN,1516.66,1516.66,0.0
2023,1,2023-06-30,32,Chile,chile,CHI,1511.31,1511.31,0.0
2023,1,2023-06-30,33,Algeria,algeria,ALG,1511.23,1511.23,0.0
2023,1,2023-06-30,34,Egypt,egypt,EGY,1509.89,1509.89,0.0
2023,1,2023-06-30,35,Wales,wales,WAL,1506.04,1506.04,0.0
2023,1,2023-06-30,36,Hungary,hungary,HUN,1504.57,1504.57,0.0
2023,1,2023-06-30,37,Czechia,czechia,CZE,1503.69,1503.69,0.0
2023,1,2023-06-30,38,Russia,russia,RUS,1495.53,1495.53,0.0
2023,1,2023-06-30,39,Nigeria,nigeria,NGA,1486.48,1486.48,0.0
2023,1,2023-06-30,40,Ecuador,ecuador,ECU,1486.47,1486.47,0.0
2023,1,2023-06-30,41,Türkiye,türkiye,TUR,1484.47,1484.47,0.0
2023,1,2023-06-30,42,Cameroon,cameroon,CMR,1470.97,1470.97,0.0
2023,1,2023-06-30,43,Canada,canada,CAN,1458.58,1454.12,4.46000000000004
2023,1,2023-06-30,44,Norway,norway,NOR,1458.47,1458.47,0.0
2023,1,2023-06-30,45,Panama,panama,PAN,1453.94,1399.23,54.71
2023,1,2023-06-30,46,Costa Rica,costa rica,CRC,1453.56,1478.3,-24.74
2023,1,2023-06-30,47,Slovakia,slovakia,SVK,1447.05,1447.05,0.0
2023,1,2023-06-30,48,Romania,romania,ROU,1443.98,1443.98,0.0
2023,1,2023-06-30,49,Paraguay,paraguay,PAR,1442.64,1442.64,0.0
2023,1,2023-06-30,50,Greece,greece,GRE,1441.06,1441.06,0.0
2023,1,2023-06-30,51,Mali,mali,MLI,1438.01,1438.01,0.0
2023,1,2023-06-30,52,Côte d'Ivoire,côte divoire,CIV,1433.38,1433.38,0.0
2023,1,2023-06-30,53,Republic of Ireland,ireland,IRL,1426.26,1426.26,0.0
2023,1,2023-06-30,54,Saudi Arabia,saudi arabia,KSA,1421.46,1421.46,0.0
2023,1,2023-06-30,55,Finland,finland,FIN,1419.47,1419.47,0.0
2023,1,2023-06-30,56,Burkina Faso,burkina faso,BFA,1419.18,1419.18,0.0
2023,1,2023-06-30,57,Venezuela,venezuela,VEN,1417.23,1417.23,0.0
2023,1,2023-06-30,58,Jamaica,jamaica,JAM,1409.73,1367.83,41.9000000000001
2023,1,2023-06-30,59,Qatar,qatar,QAT,1395.57,1393.52,2.04999999999995
2023,1,2023-06-30,60,Ghana,ghana,GHA,1391.13,1391.13,0.0
2023,1,2023-06-30,61,Slovenia,slovenia,SVN,1391.04,1391.04,0.0
2023,1,2023-06-30,62,Bosnia and Herzegovina,bosnia and herzegovina,BIH,1381.1,1381.1,0.0
2023,1,2023-06-30,63,South Africa,south africa,RSA,1368.25,1369.49,-1.24000000000001
2023,1,2023-06-30,64,Northern Ireland,northern ireland,NIR,1361.17,1361.17,0.0
2023,1,2023-06-30,65,Albania,albania,ALB,1357.39,1357.39,0.0
2023,1,2023-06-30,66,Cabo Verde,cabo verde,CPV,1354.65,1354.65,0.0
2023,1,2023-06-30,67,Iceland,iceland,ISL,1352.98,1352.98,0.0
2023,1,2023-06-30,68,North Macedonia,north macedonia,MKD,1350.53,1350.53,0.0
2023,1,2023-06-30,69,Congo DR,congo dr,COD,1350.11,1350.11,0.0
2023,1,2023-06-30,70,Iraq,iraq,IRQ,1345.21,1345.21,0.0
2023,1,2023-06-30,71,Montenegro,montenegro,MNE,1343.45,1343.45,0.0
2023,1,2023-06-30,72,United Arab Emirates,united arab emirates,UAE,1336.28,1336.28,0.0
2023,1,2023-06-30,73,Oman,oman,OMA,1332.45,1332.45,0.0
2023,1,2023-06-30,74,Uzbekistan,uzbekistan,UZB,1327.58,1327.58,0.0
2023,1,2023-06-30,75,El Salvador,el salvador,SLV,1325.47,1317.64,7.82999999999993
2023,1,2023-06-30,76,Israel,israel,ISR,1323.81,1323.81,0.0
2023,1,2023-06-30,77,Bulgaria,bulgaria,BUL,1315.48,1315.48,0.0
2023,1,2023-06-30,78,Georgia,georgia,GEO,1312.8,1312.8,0.0
2023,1,2023-06-30,79,Honduras,honduras,HON,1309.23,1296.42,12.8099999999999
2023,1,2023-06-30,80,China PR,china,CHN,1304.78,1304.78,0.0
2023,1,2023-06-30,81,Guinea,guinea,GUI,1296.75,1296.75,0.0
2023,1,2023-06-30,82,Jordan,jordan,JOR,1296.26,1296.26,0.0
2023,1,2023-06-30,83,Bolivia,bolivia,BOL,1295.09,1295.09,0.0
2023,1,2023-06-30,84,Zambia,zambia,ZAM,1293.77,1290.2,3.56999999999994
2023,1,2023-06-30,85,Gabon,gabon,GAB,1285.25,1285.25,0.0
2023,1,2023-06-30,86,Bahrain,bahrain,BHR,1282.05,1282.05,0.0
2023,1,2023-06-30,87,Haiti,haiti,HAI,1272.64,1275.96,-3.31999999999994
2023,1,2023-06-30,88,Curaçao,curaçao,CUW,1267.87,1267.87,0.0
2023,1,2023-06-30,89,Luxembourg,luxembourg,LUX,1262.72,1262.72,0.0
2023,1,2023-06-30,90,Armenia,armenia,ARM,1252.6,1252.6,0.0
2023,1,2023-06-30,91,Equatorial Guinea,equatorial guinea,EQG,1251.83,1251.83,0.0
2023,1,2023-06-30,92,Uganda,uganda,UGA,1250.32,1250.32,0.0
2023,1,2023-06-30,93,Benin,benin,BEN,1248.13,1248.13,0.0
2023,1,2023-06-30,94,Syria,syria,SYR,1241.62,1241.62,0.0
2023,1,2023-06-30,95,Vietnam,vietnam,VIE,1238.23,1238.23,0.0
2023,1,2023-06-30,96,Palestine,palestine,PLE,1233.02,1233.02,0.0
2023,1,2023-06-30,97,Kyrgyz Republic,kyrgyz republic,KGZ,1224.8,1224.8,0.0
2023,1,2023-06-30,98,Belarus,belarus,BLR,1212.28,1212.28,0.0
2023,1,2023-06-30,99,India,india,IND,1208.69,1204.9,3.78999999999996
2023,1,2023-06-30,100,Lebanon,lebanon,LBN,1205.77,1201.74,4.02999999999997
2023,1,2023-06-30,101,Mauritania,mauritania,MTN,1205.18,1205.18,0.0
2023,1,2023-06-30,102,Trinidad and Tobago,trinidad and tobago,TRI,1199.74,1203.28,-3.53999999999996
2023,1,2023-06-30,103,Aotearoa New Zealand,aotearoa new zealand,NZL,1199.04,1199.04,0.0
2023,1,2023-06-30,104,Kazakhstan,kazakhstan,KAZ,1198.24,1198.24,0.0
2023,1,2023-06-30,105,Kenya,kenya,KEN,1191.07,1191.07,0.0
2023,1,2023-06-30,106,Congo,congo,CGO,1190.63,1190.63,0.0
2023,1,2023-06-30,107,Guatemala,guatemala,GUA,1186.71,1166.6,20.1100000000001
2023,1,2023-06-30,108,Madagascar,madagascar,MAD,1186.09,1186.09,0.0
2023,1,2023-06-30,109,Kosovo,kosovo,KOS,1179.69,1179.69,0.0
2023,1,2023-06-30,110,Tajikistan,tajikistan,TJK,1179.54,1179.54,0.0
2023,1,2023-06-30,111,Estonia,estonia,EST,1179.3,1179.3,0.0
2023,1,2023-06-30,112,Guinea-Bissau,guineabissau,GNB,1178.93,1178.93,0.0
2023,1,2023-06-30,113,Thailand,thailand,THA,1174.37,1174.37,0.0
2023,1,2023-06-30,114,Namibia,namibia,NAM,1172.41,1175.14,-2.73000000000002
2023,1,2023-06-30,115,Korea DPR,korea dpr,PRK,1169.96,1169.96,0.0
2023,1,2023-06-30,116,Angola,angola,ANG,1169.07,1170.76,-1.69000000000005
2023,1,2023-06-30,117,Mozambique,mozambique,MOZ,1164.25,1165.85,-1.59999999999991
2023,1,2023-06-30,118,Cyprus,cyprus,CYP,1163.73,1163.73,0.0
2023,1,2023-06-30,119,The Gambia,the gambia,GAM,1159.82,1159.82,0.0
2023,1,2023-06-30,120,Sierra Leone,sierra leone,SLE,1156.11,1156.11,0.0
2023,1,2023-06-30,121,Azerbaijan,azerbaijan,AZE,1143.22,1143.22,0.0
2023,1,2023-06-30,122,Togo,togo,TOG,1140.88,1140.88,0.0
2023,1,2023-06-30,123,Malawi,malawi,MWI,1140.65,1133.17,7.48000000000002
2023,1,2023-06-30,124,Tanzania,tanzania,TAN,1138.79,1138.79,0.0
2023,1,2023-06-30,125,Zimbabwe,zimbabwe,ZIM,1138.56,1138.56,0.0
2023,1,2023-06-30,126,Central African Republic,central african republic,CTA,1133.5,1133.5,0.0
2023,1,2023-06-30,127,Libya,libya,LBY,1130.75,1130.75,0.0
2023,1,2023-06-30,128,Niger,niger,NIG,1129.67,1129.67,0.0
2023,1,2023-06-30,129,Faroe Islands,faroe islands,FRO,1126.3,1126.3,0.0
2023,1,2023-06-30,130,Comoros,comoros,COM,1119.99,1122.82,-2.82999999999993
2023,1,2023-06-30,131,Sudan,sudan,SDN,1116.21,1116.21,0.0
2023,1,2023-06-30,132,Antigua and Barbuda,antigua and barbuda,ATG,1107.51,1107.51,0.0
2023,1,2023-06-30,133,Solomon Islands,solomon islands,SOL,1097.61,1097.61,0.0
2023,1,2023-06-30,134,Latvia,latvia,LVA,1096.19,1096.19,0.0
2023,1,2023-06-30,135,Philippines,philippines,PHI,1095.66,1095.66,0.0
2023,1,2023-06-30,136,Malaysia,malaysia,MAS,1091.57,1091.57,0.0
2023,1,2023-06-30,137,Kuwait,kuwait,KUW,1090.42,1084.34,6.08000000000015
2023,1,2023-06-30,138,Turkmenistan,turkmenistan,TKM,1089.77,1089.77,0.0
2023,1,2023-06-30,139,Rwanda,rwanda,RWA,1089.46,1089.46,0.0
2023,1,2023-06-30,140,Burundi,burundi,BDI,1085.06,1085.06,0.0
2023,1,2023-06-30,141,Nicaragua,nicaragua,NCA,1076.11,1076.11,0.0
2023,1,2023-06-30,142,Ethiopia,ethiopia,ETH,1074.47,1074.47,0.0
2023,1,2023-06-30,143,Suriname,suriname,SUR,1073.57,1073.57,0.0
2023,1,2023-06-30,144,Lithuania,lithuania,LTU,1069.97,1069.97,0.0
2023,1,2023-06-30,145,St Kitts and Nevis,st kitts and nevis,SKN,1066.81,1092.03,-25.22
2023,1,2023-06-30,146,Eswatini,eswatini,SWZ,1058.19,1058.82,-0.629999999999882
2023,1,2023-06-30,147,Botswana,botswana,BOT,1054.31,1052.37,1.94000000000005
2023,1,2023-06-30,148,Liberia,liberia,LBR,1049.94,1049.94,0.0
2023,1,2023-06-30,149,"Hong Kong, China",hong kong china,HKG,1049.74,1049.74,0.0
2023,1,2023-06-30,150,Indonesia,indonesia,IDN,1047.46,1047.46,0.0
2023,1,2023-06-30,151,Lesotho,lesotho,LES,1038.68,1035.1,3.58000000000015
2023,1,2023-06-30,152,Dominican Republic,dominican republic,DOM,1036.74,1036.74,0.0
2023,1,2023-06-30,153,Chinese Taipei,chinese taipei,TPE,1028.18,1028.18,0.0
2023,1,2023-06-30,154,Andorra,andorra,AND,1022.3,1022.3,0.0
2023,1,2023-06-30,155,Maldives,maldives,MDV,1021.85,1024.72,-2.87
2023,1,2023-06-30,156,Yemen,yemen,YEM,1020.37,1020.37,0.0
2023,1,2023-06-30,157,Afghanistan,afghanistan,AFG,1020.32,1020.32,0.0
2023,1,2023-06-30,158,Singapore,singapore,SGP,1014.78,1014.78,0.0
2023,1,2023-06-30,159,Papua New Guinea,papua new guinea,PNG,1003.28,1003.28,0.0
2023,1,2023-06-30,160,Myanmar,myanmar,MYA,1000.26,1000.26,0.0
2023,1,2023-06-30,161,New Caledonia,new caledonia,NCL,995.58,995.58,0.0
2023,1,2023-06-30,162,Tahiti,tahiti,TAH,995.11,995.11,0.0
2023,1,2023-06-30,163,Puerto Rico,puerto rico,PUR,993.8,993.8,0.0
2023,1,2023-06-30,164,Moldova,moldova,MDA,990.73,990.73,0.0
2023,1,2023-06-30,165,Vanuatu,vanuatu,VAN,986.44,986.44,0.0
2023,1,2023-06-30,166,Barbados,barbados,BRB,984.05,984.05,0.0
2023,1,2023-06-30,167,South Sudan,south sudan,SSD,983.35,983.35,0.0
2023,1,2023-06-30,168,Guyana,guyana,GUY,981.69,981.69,0.0
2023,1,2023-06-30,169,Fiji,fiji,FIJ,980.48,980.48,0.0
2023,1,2023-06-30,170,St Lucia,st lucia,LCA,978.91,978.91,0.0
2023,1,2023-06-30,171,Malta,malta,MLT,972.86,972.86,0.0
2023,1,2023-06-30,172,Cuba,cuba,CUB,968.29,984.84,-16.5500000000001
2023,1,2023-06-30,173,Bermuda,bermuda,BER,966.27,966.27,0.0
2023,1,2023-06-30,174,Grenada,grenada,GRN,960.77,960.77,0.0
2023,1,2023-06-30,175,Nepal,nepal,NEP,958.05,959.36,-1.31000000000006
2023,1,2023-06-30,176,Cambodia,cambodia,CAM,942.97,942.97,0.0
2023,1,2023-06-30,177,Belize,belize,BLZ,939.96,939.96,0.0
2023,1,2023-06-30,178,St Vincent and the Grenadines,st vincent and the grenadines,VIN,938.28,938.28,0.0
2023,1,2023-06-30,179,Montserrat,montserrat,MSR,938.02,938.02,0.0
2023,1,2023-06-30,180,Mauritius,mauritius,MRI,936.09,936.03,0.0600000000000591
2023,1,2023-06-30,181,Chad,chad,CHA,930.22,930.22,0.0
2023,1,2023-06-30,182,Macau,macau,MAC,913.68,913.68,0.0
2023,1,2023-06-30,183,Mongolia,mongolia,MNG,908.71,908.71,0.0
2023,1,2023-06-30,184,Dominica,dominica,DMA,904.88,904.88,0.0
2023,1,2023-06-30,185,Bhutan,bhutan,BHU,900.65,906.36,-5.71000000000004
2023,1,2023-06-30,186,São Tomé and Príncipe,são tomé and príncipe,STP,900.07,900.07,0.0
2023,1,2023-06-30,187,Laos,laos,LAO,899.58,899.58,0.0
2023,1,2023-06-30,188,Cook Islands,cook islands,COK,899.33,899.33,0.0
2023,1,2023-06-30,189,Bangladesh,bangladesh,BAN,892.44,889.5,2.94000000000005
2023,1,2023-06-30,190,Brunei Darussalam,brunei darussalam,BRU,891.12,891.12,0.0
2023,1,2023-06-30,191,Djibouti,djibouti,DJI,889.2,889.2,0.0
2023,1,2023-06-30,192,Timor-Leste,timorleste,TLS,860.45,860.45,0.0
2023,1,2023-06-30,193,Cayman Islands,cayman islands,CAY,859.83,859.83,0.0
2023,1,2023-06-30,194,Seychelles,seychelles,SEY,856.71,860.13,-3.41999999999996
2023,1,2023-06-30,195,Eritrea,eritrea,ERI,855.56,855.56,0.0
2023,1,2023-06-30,196,Somalia,somalia,SOM,854.72,854.72,0.0
2023,1,2023-06-30,197,Bahamas,bahamas,BAH,852.87,852.87,0.0
2023,1,2023-06-30,198,Gibraltar,gibraltar,GIB,851.64,851.64,0.0
2023,1,2023-06-30,199,Aruba,aruba,ARU,850.88,850.88,0.0
2023,1,2023-06-30,200,Liechtenstein,liechtenstein,LIE,848.82,848.82,0.0
2023,1,2023-06-30,201,Pakistan,pakistan,PAK,847.67,852.13,-4.46000000000004
2023,1,2023-06-30,202,Turks and Caicos Islands,turks and caicos islands,TCA,839.39,839.39,0.0
2023,1,2023-06-30,203,Guam,guam,GUM,838.33,838.33,0.0
2023,1,2023-06-30,204,Sri Lanka,sri lanka,SRI,825.25,825.25,0.0
2023,1,2023-06-30,205,US Virgin Islands,us virgin islands,VIR,816.59,816.59,0.0
2023,1,2023-06-30,206,British Virgin Islands,british virgin islands,VGB,804.11,804.11,0.0
2023,1,2023-06-30,207,Anguilla,anguilla,AIA,785.69,785.69,0.0
2023,1,2023-06-30,208,San Marino,san marino,SMR,753.11,753.11,0.0
2023,2,2023-12-31,1,Argentina,argentina,ARG,1855.2,1855.2,0.0
2023,2,2023-12-31,2,France,france,FRA,1845.44,1845.44,0.0
2023,2,2023-12-31,3,England,england,ENG,1800.05,1800.05,0.0
2023,2,2023-12-31,4,Belgium,belgium,BEL,1798.46,1798.46,0.0
2023,2,2023-12-31,5,Brazil,brazil,BRA,1784.09,1784.09,0.0
2023,2,2023-12-31,6,Netherlands,netherlands,NED,1745.48,1745.48,0.0
2023,2,2023-12-31,7,Portugal,portugal,POR,1745.06,1745.06,0.0
2023,2,2023-12-31,8,Spain,spain,ESP,1732.64,1732.64,0.0
2023,2,2023-12-31,9,Italy,italy,ITA,1718.82,1718.82,0.0
2023,2,2023-12-31,10,Croatia,croatia,CRO,1717.57,1717.57,0.0
2023,2,2023-12-31,11,Uruguay,uruguay,URU,1665.99,1665.99,0.0
2023,2,2023-12-31,12,USA,united states,USA,1665.27,1665.27,0.0
2023,2,2023-12-31,13,Morocco,morocco,MAR,1661.69,1661.69,0.0
2023,2,2023-12-31,14,Colombia,colombia,COL,1655.29,1651.2,4.08999999999992
2023,2,2023-12-31,15,Mexico,mexico,MEX,1652.7,1655.21,-2.50999999999999
2023,2,2023-12-31,16,Germany,germany,GER,1631.22,1631.22,0.0
2023,2,2023-12-31,17,Japan,japan,JPN,1620.19,1620.19,0.0
2023,2,2023-12-31,18,Switzerland,switzerland,SUI,1613.44,1613.44,0.0
2023,2,2023-12-31,19,Denmark,denmark,DEN,1601.31,1601.31,0.0
2023,2,2023-12-31,20,Senegal,senegal,SEN,1594.31,1594.31,0.0
2023,2,2023-12-31,21,IR Iran,iran,IRN,1565.08,1565.08,0.0
2023,2,2023-12-31,22,Ukraine,ukraine,UKR,1553.35,1553.35,0.0
2023,2,2023-12-31,23,Korea Republic,south korea,KOR,1550.65,1550.65,0.0
2023,2,2023-12-31,24,Austria,austria,AUT,1546.1,1546.1,0.0
2023,2,2023-12-31,25,Australia,australia,AUS,1539.22,1539.22,0.0
2023,2,2023-12-31,26,Sweden,sweden,SWE,1530.19,1530.19,0.0
2023,2,2023-12-31,27,Hungary,hungary,HUN,1525.13,1525.13,0.0
2023,2,2023-12-31,28,Tunisia,tunisia,TUN,1523.23,1523.23,0.0
2023,2,2023-12-31,29,Wales,wales,WAL,1521.88,1521.88,0.0
2023,2,2023-12-31,30,Algeria,algeria,ALG,1520.26,1520.26,0.0
2023,2,2023-12-31,31,Poland,poland,POL,1520.24,1520.24,0.0
2023,2,2023-12-31,32,Ecuador,ecuador,ECU,1519.2,1519.2,0.0
2023,2,2023-12-31,33,Egypt,egypt,EGY,1518.91,1518.91,0.0
2023,2,2023-12-31,34,Serbia,serbia,SRB,1517.43,1517.43,0.0
2023,2,2023-12-31,35,Peru,peru,PER,1512.68,1512.68,0.0
2023,2,2023-12-31,36,Scotland,scotland,SCO,1506.89,1506.89,0.0
2023,2,2023-12-31,37,Türkiye,türkiye,TUR,1505.28,1505.28,0.0
2023,2,2023-12-31,38,Russia,russia,RUS,1498.84,1498.84,0.0
2023,2,2023-12-31,39,Czechia,czechia,CZE,1494.04,1494.04,0.0
2023,2,2023-12-31,40,Chile,chile,CHI,1489.82,1489.82,0.0
2023,2,2023-12-31,41,Panama,panama,PAN,1475.62,1475.62,0.0
2023,2,2023-12-31,42,Nigeria,nigeria,NGA,1474.44,1474.44,0.0
2023,2,2023-12-31,43,Romania,romania,ROU,1472.73,1472.73,0.0
2023,2,2023-12-31,44,Norway,norway,NOR,1472.36,1472.36,0.0
2023,2,2023-12-31,45,Slovakia,slovakia,SVK,1465.73,1465.73,0.0
2023,2,2023-12-31,46,Cameroon,cameroon,CMR,1463.06,1463.06,0.0
2023,2,2023-12-31,47,Greece,greece,GRE,1453.95,1453.95,0.0
2023,2,2023-12-31,48,Canada,canada,CAN,1453.76,1453.76,0.0
2023,2,2023-12-31,49,Côte d'Ivoire,côte divoire,CIV,1447.65,1447.65,0.0
2023,2,2023-12-31,50,Venezuela,venezuela,VEN,1447.2,1448.77,-1.56999999999994
2023,2,2023-12-31,51,Mali,mali,MLI,1445.6,1445.6,0.0
2023,2,2023-12-31,52,Costa Rica,costa rica,CRC,1437.57,1437.57,0.0
2023,2,2023-12-31,53,Paraguay,paraguay,PAR,1430.73,1430.73,0.0
2023,2,2023-12-31,54,Slovenia,slovenia,SVN,1427.84,1427.84,0.0
2023,2,2023-12-31,55,Jamaica,jamaica,JAM,1421.54,1421.54,0.0
2023,2,2023-12-31,56,Saudi Arabia,saudi arabia,KSA,1421.06,1421.06,0.0
2023,2,2023-12-31,57,Burkina Faso,burkina faso,BFA,1411.01,1411.01,0.0
2023,2,2023-12-31,58,Qatar,qatar,QAT,1407.3,1407.3,0.0
2023,2,2023-12-31,59,Finland,finland,FIN,1401.31,1401.31,0.0
2023,2,2023-12-31,60,Republic of Ireland,ireland,IRL,1399.6,1399.6,0.0
2023,2,2023-12-31,61,Ghana,ghana,GHA,1384.19,1384.19,0.0
2023,2,2023-12-31,62,Albania,albania,ALB,1382.69,1382.69,0.0
2023,2,2023-12-31,63,Iraq,iraq,IRQ,1365.98,1365.98,0.0
2023,2,2023-12-31,64,United Arab Emirates,united arab emirates,UAE,1364.46,1364.46,0.0
2023,2,2023-12-31,65,North Macedonia,north macedonia,MKD,1362.17,1362.17,0.0
2023,2,2023-12-31,66,South Africa,south africa,RSA,1357.08,1357.08,0.0
2023,2,2023-12-31,67,Congo DR,congo dr,COD,1356.66,1356.66,0.0
2023,2,2023-12-31,68,Uzbekistan,uzbekistan,UZB,1345.26,1345.26,0.0
2023,2,2023-12-31,69,Bosnia and Herzegovina,bosnia and herzegovina,BIH,1343.32,1343.32,0.0
2023,2,2023-12-31,70,Montenegro,montenegro,MNE,1342.64,1342.64,0.0
2023,2,2023-12-31,71,Iceland,iceland,ISL,1338.39,1338.39,0.0
2023,2,2023-12-31,72,Northern Ireland,northern ireland,NIR,1333.17,1333.17,0.0
2023,2,2023-12-31,73,Cabo Verde,cabo verde,CPV,1329.8,1329.8,0.0
2023,2,2023-12-31,74,Oman,oman,OMA,1324.89,1324.89,0.0
2023,2,2023-12-31,75,Israel,israel,ISR,1323.43,1323.43,0.0
2023,2,2023-12-31,76,Honduras,honduras,HON,1313.8,1313.8,0.0
2023,2,2023-12-31,77,Georgia,georgia,GEO,1312.45,1312.45,0.0
2023,2,2023-12-31,78,El Salvador,el salvador,SLV,1306.14,1306.14,0.0
2023,2,2023-12-31,79,China PR,china,CHN,1299.49,1299.49,0.0
2023,2,2023-12-31,80,Guinea,guinea,GUI,1290.01,1290.01,0.0
2023,2,2023-12-31,81,Bulgaria,bulgaria,BUL,1289.9,1289.9,0.0
2023,2,2023-12-31,82,Gabon,gabon,GAB,1289.52,1289.52,0.0
2023,2,2023-12-31,83,Luxembourg,luxembourg,LUX,1285.41,1285.41,0.0
2023,2,2023-12-31,84,Zambia,zambia,ZAM,1284.56,1284.56,0.0
2023,2,2023-12-31,85,Bolivia,bolivia,BOL,1284.55,1284.55,0.0
2023,2,2023-12-31,86,Bahrain,bahrain,BHR,1277.29,1277.29,0.0
2023,2,2023-12-31,87,Jordan,jordan,JOR,1272.63,1272.63,0.0
2023,2,2023-12-31,88,Equatorial Guinea,equatorial guinea,EQG,1268.43,1268.43,0.0
2023,2,2023-12-31,89,Haiti,haiti,HAI,1262.5,1262.5,0.0
2023,2,2023-12-31,90,Curaçao,curaçao,CUW,1262.48,1262.48,0.0
2023,2,2023-12-31,91,Syria,syria,SYR,1245.27,1245.27,0.0
2023,2,2023-12-31,92,Uganda,uganda,UGA,1245.08,1245.08,0.0
2023,2,2023-12-31,93,Armenia,armenia,ARM,1237.15,1237.15,0.0
2023,2,2023-12-31,94,Vietnam,vietnam,VIE,1235.58,1235.58,0.0
2023,2,2023-12-31,95,Belarus,belarus,BLR,1232.8,1232.8,0.0
2023,2,2023-12-31,96,Trinidad and Tobago,trinidad and tobago,TRI,1228.05,1228.05,0.0
2023,2,2023-12-31,97,Benin,benin,BEN,1225.1,1225.1,0.0
2023,2,2023-12-31,98,Kyrgyz Republic,kyrgyz republic,KGZ,1224.14,1224.14,0.0
2023,2,2023-12-31,99,Palestine,palestine,PLE,1217.6,1217.6,0.0
2023,2,2023-12-31,100,Kazakhstan,kazakhstan,KAZ,1215.16,1215.16,0.0
2023,2,2023-12-31,101,Kosovo,kosovo,KOS,1202.77,1202.77,0.0
2023,2,2023-12-31,102,India,india,IND,1200.8,1200.8,0.0
2023,2,2023-12-31,103,Guinea-Bissau,guineabissau,GNB,1197.83,1197.83,0.0
2023,2,2023-12-31,104,Aotearoa New Zealand,aotearoa new zealand,NZL,1197.47,1197.47,0.0
2023,2,2023-12-31,105,Mauritania,mauritania,MTN,1195.25,1195.25,0.0
2023,2,2023-12-31,106,Tajikistan,tajikistan,TJK,1195.07,1195.07,0.0
2023,2,2023-12-31,107,Lebanon,lebanon,LBN,1192.58,1192.58,0.0
2023,2,2023-12-31,108,Guatemala,guatemala,GUA,1189.98,1189.98,0.0
2023,2,2023-12-31,109,Madagascar,madagascar,MAD,1187.63,1187.63,0.0
2023,2,2023-12-31,110,Kenya,kenya,KEN,1181.92,1181.92,0.0
2023,2,2023-12-31,111,Mozambique,mozambique,MOZ,1180.72,1180.72,0.0
2023,2,2023-12-31,112,Congo,congo,CGO,1179.8,1179.8,0.0
2023,2,2023-12-31,113,Thailand,thailand,THA,1176.75,1176.75,0.0
2023,2,2023-12-31,114,Azerbaijan,azerbaijan,AZE,1174.22,1174.22,0.0
2023,2,2023-12-31,115,Namibia,namibia,NAM,1168.38,1168.38,0.0
2023,2,2023-12-31,116,Korea DPR,korea dpr,PRK,1168.12,1168.12,0.0
2023,2,2023-12-31,117,Angola,angola,ANG,1168.05,1168.05,0.0
2023,2,2023-12-31,118,Togo,togo,TOG,1165.74,1165.74,0.0
2023,2,2023-12-31,119,Comoros,comoros,COM,1156.45,1156.45,0.0
2023,2,2023-12-31,120,Libya,libya,LBY,1155.23,1155.23,0.0
2023,2,2023-12-31,121,Tanzania,tanzania,TAN,1155.19,1155.19,0.0
2023,2,2023-12-31,122,Estonia,estonia,EST,1149.7,1149.7,0.0
2023,2,2023-12-31,123,Malawi,malawi,MWI,1149.4,1149.4,0.0
2023,2,2023-12-31,124,Zimbabwe,zimbabwe,ZIM,1144.56,1144.56,0.0
2023,2,2023-12-31,125,Cyprus,cyprus,CYP,1143.42,1143.42,0.0
2023,2,2023-12-31,126,The Gambia,the gambia,GAM,1140.06,1140.06,0.0
2023,2,2023-12-31,127,Sierra Leone,sierra leone,SLE,1138.53,1138.53,0.0
2023,2,2023-12-31,128,Sudan,sudan,SDN,1128.74,1128.74,0.0
2023,2,2023-12-31,129,Niger,niger,NIG,1127.75,1127.75,0.0
2023,2,2023-12-31,130,Malaysia,malaysia,MAS,1122.87,1122.87,0.0
2023,2,2023-12-31,131,Central African Republic,central african republic,CTA,1121.34,1121.34,0.0
2023,2,2023-12-31,132,Solomon Islands,solomon islands,SOL,1113.57,1112.2,1.36999999999989
2023,2,2023-12-31,133,Rwanda,rwanda,RWA,1107.04,1107.04,0.0
2023,2,2023-12-31,134,Nicaragua,nicaragua,NCA,1104.26,1104.26,0.0
2023,2,2023-12-31,135,Faroe Islands,faroe islands,FRO,1102.1,1102.1,0.0
